ID,Codigo,Link,Nombre,Descripcion/Obervaciones,Tipo,ProcedenciaOC,EsTratoDirecto,EsCompraAgil,CodigoTipo,CodigoAbreviadoTipoOC,DescripcionTipoOC,codigoEstado,Estado,codigoEstadoProveedor,EstadoProveedor,FechaCreacion,FechaEnvio,FechaSolicitudCancelacion,fechaUltimaModificacion,FechaAceptacion,FechaCancelacion,tieneItems,PromedioCalificacion,CantidadEvaluacion,MontoTotalOC,TipoMonedaOC,MontoTotalOC_PesosChilenos,Impuestos,TipoImpuesto,Descuentos,Cargos,TotalNetoOC,CodigoUnidadCompra,RutUnidadCompra,UnidadCompra,CodigoOrganismoPublico,OrganismoPublico,sector,ActividadComprador,CiudadUnidadCompra,RegionUnidadCompra,PaisUnidadCompra,CodigoSucursal,RutSucursal,Sucursal,CodigoProveedor,NombreProveedor,ActividadProveedor,ComunaProveedor,RegionProveedor,PaisProveedor,Financiamiento,PorcentajeIva,Pais,TipoDespacho,FormaPago,CodigoLicitacion,Codigo_ConvenioMarco,IDItem,codigoCategoria,Categoria,codigoProductoONU,NombreroductoGenerico,RubroN1,RubroN2,RubroN3,EspecificacionComprador,EspecificacionProveedor,cantidad,UnidadMedida,monedaItem,precioNeto,totalCargos,totalDescuentos,totalImpuestos,totalLineaNeto,Forma de Pago
50177684,1075963-4365-SE24,http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=1075963-4365-SE24,ORDEN DE COMPRA DESDE 1075963-461-LE23 REORDEN,"ADQUISICIÓN DE NUEVOS FÁRMACOS ARSENAL DESDE 1075963-461-LE23 Se solicita gestionar su despacho en forma URGENTE. Horario bodega de 08:30 a 16:00 hrs OCI. 88384 Orden de compra vigencia 45 dias. El proveedor deberá enviar la Factura Electrónica a la casilla asociada al Hospital Regional de Arica y Parinacota, dipresrecepcion@custodium.com, dentro de las 48 horas posteriores a la emisión del documento en el SII, incorporando en los campos respectivos (801) el número de Orden de Compra del Portal, asociado al proceso y su archivo en el formato XML. La factura mal extendida o que no incorpore los antecedentes propios del servicio contratado o bien adquirido, será causal de devolución al Proveedor dentro del plazo de 8 días corridos desde su recepción. Por motivo de consultas deberán comunicarse a los siguientes correos: zunilda.flores@hjnc.cl y herman.geraldo@hjnc.cl",SE,Proveniente de licitación pública,No,No,8,SE,Sin emisión automática,12,Recepcion Conforme,7,Recepcion Conforme,04-04-2024,08-04-2024,04-04-2024,04-04-2024,09-04-2024,,1,0,0,733040,CLP,733040,117040,IVA,0,0,616000,1075963,61.606.001-5,Hospital Juan Noé,1667479,SERVICIO DE SALUD ARICA HOSP DR JUAN NOE CREVANI,Salud,Hospital Público,Arica,Región de Arica y Parinacota,CL,1187553,77.240.238-4,Emcure Chile,1775969,EMCURE PHARMA CHILE SPA,"FABRICACION DE PRODUCTOS FARMACEUTICOS, SUSTANCIAS",Providencia,Región Metropolitana de Santiago,Chile,,19,CL,7,2,1075963-461-LE23,,134599066,73101700,Servicios de producción y fabricación industrial / Industrias de plásticos y productos químicos / Producción farmacéutica,73101701,Servicios de producción de medicamentos o medicinas,Servicios de producción y fabricación industrial,Industrias de plásticos y productos químicos,Producción farmacéutica,FINGOLIMOD 0.5MG CP (GES) - (2149981),"FINGOLIMOD CÁPSULAS 0,5 mg, caja x28, Bioequivalente, Registro ISP: F-27064. Vencimiento: 30-04-2026. MONTO MINIMO DE FARCTURACIÓN $100.000",56,Cápsula,CLP,11000,0,0,0,616000,30 dias contra la recepcion conforme de la factura
50177808,1058078-972-AG24,http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=1058078-972-AG24,Orden de Compra generada por invitación a compra ágil: 1058078-454-COT24,"1. Horario de atención de lunes a viernes de 08:00 a 14:00 horas 2. bodega fono: 22-5745725 3. La factura deberá indicar N° de Orden de Compra de lo contrario será cancelada por forma. 4. La Factura NO PODRÁ SUPERAR el monto de la orden de compra de lo contrario también se cancelará por forma. 5. PAC RES N° 01/2024 6. Facturas electrónicas enviarlas al correo: facturas.hsjm@redsalud.gov.cl con copia al correo dipresrecepcion@custodium.com (En formato PDF y XML) 7. Si el proveedor no despacha en el tiempo acordado se le cancelar la compra. 8. El proveedor deberá despachar los productos señalando explícitamente Nombre del producto  Identificación del proveedor  N° de guía /Factura . Modelo (solo cuando corresponda) - . N° de lote /serie . Fecha de vencimiento, De acuerdo a Norma Técnica de Minsal N°226/22.",AG,Adquisición igual o inferior a 30 UTM (Debe presentar 3 cotizaciones),Si,Si,13,AG,Compra Ágil,12,Recepcion Conforme,7,Recepcion Conforme,04-04-2024,04-04-2024,04-04-2024,04-04-2024,08-04-2024,,1,5,1,499800,CLP,499800,79800,IVA,0,0,420000,1058078,61.602.123-0,Fármarcos,7458,Hospital de Melipilla,Salud,Servicio Público,Melipilla,Región Metropolitana de Santiago,Extranjero,17055,70.377.400-8,FUND ARTURO LOPEZ PEREZ,17838,FUND ARTURO LOPEZ PEREZ,SERVICIOS SOCIALES CON ALOJAMIENTO,Providencia,Región Metropolitana de Santiago,,,19,Extranjero,7,2,,,134599396,42171900,Equipamiento y suministros médicos / Artículos médicos para urgencias y atención en terreno / Contenedores de almacenaje para servicios médicos de urgencia,42171903,Cajas de medicamentos de servicios médicos de urgencia,Equipamiento y suministros médicos,Artículos médicos para urgencias y atención en terreno,Contenedores de almacenaje para servicios médicos de urgencia,262-8590 BEVACIZUMAB 1.25 MG/0.05 ML JERINGA PRELLENADA ( para ser ocupadas el 12/04/2024),262-8590 BEVACIZUMAB 1.25 MG/0.05 ML JERINGA PRELLENADA,20,Unidad,CLP,21000,0,0,,420000,30 dias contra la recepcion conforme de la factura
50178219,2111-3265-AG24,http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=2111-3265-AG24,9002957522 - RITUXIMAB 500 MG EV ampolla desde compra ágil: 2111-432-COT24 uso ocasional,"9002957522 - RITUXIMAB 500 MG EV ampolla desde compra ágil: 2111-432-COT24 uso ocasional ERP 26697 Despacho Total Inmediato. Aceptar O/C e incorporar el N° a la factura Se debe incluir en documento de despacho, lote y fecha de vencimiento de los productos (cuando corresponda) RECEPCIÓN DE BODEGA 8:30 A 13:30 AUTORIZADO 15:00 A 17:00 PARA ESTA OC fecha de vencimiento superior a 1 año o carta de canje enviar factura a dipresrecepcion@custodium.com",AG,Adquisición igual o inferior a 30 UTM (Debe presentar 3 cotizaciones),Si,Si,13,AG,Compra Ágil,12,Recepcion Conforme,7,Recepcion Conforme,04-04-2024,04-04-2024,04-04-2024,04-04-2024,04-04-2024,,1,"46,34,28,57,14,28,571",35,"1675139,2",CLP,"1675139,2","267459,2",IVA,0,0,1407680,3106,61.608.602-2,Hospital de Urgencia Asistencia Pública,7460,HOSPITAL DE URGENCIA ASISTENCIA PUBLICA DR ALEJANDRO DEL RIO,Salud,,Santiago,Región Metropolitana de Santiago,Extranjero,24150,82.999.400-3,Roche Chile Ltda. Roche Pharma,24526,ROCHE CHILE LIMITADA,VENTA AL POR MAYOR DE PRODUCTOS FARMACEUTICOS| VENTA AL POR MAYOR DE OTROS PRODUCTOS N.C.P.| OTROS SERVICIOS DE ENSAYOS Y ANALISIS TECNICOS,Las Condes,Región Metropolitana de Santiago,,,19,Extranjero,7,2,,,134600639,51111700,Medicamentos y productos farmacéuticos / Agentes antitumorales / Antibióticos antineoplásticos,51111716,Rituximab,Medicamentos y productos farmacéuticos,Agentes antitumorales,Antibióticos antineoplásticos,9002957522 - RITUXIMAB 500 MG EV ampolla Despacho inmediato,MABTHERA 500 mg / 50 ml (Rituximab) Presentación: Caja x 1 vial,2,Unidad,CLP,703840,0,0,,1407680,30 dias contra la recepcion conforme de la factura
50179240,608-4709-AG24,http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=608-4709-AG24,(MFT) Orden de Compra generada por invitación a compra ágil: 608-2788-COT24,"SERVICIO: PEDIDO FARMACOS MES ABRIL 2024 CORREOS: marco.silva@redsalud.gob.cl- alexander.ramos@redsalud.gob.cl- ines.mesias@redsalud.gob.cl-vicente.astorga@redsalud.gob.cl BODEGA: FARMACOS TELEFONOS: 32-2577733 - 32-3310236 HORARIO RECEPCION: LUNES A VIERNES DE 08:00 A 15:00 HORAS. ""INDICAR LOTE/SERIE EN FACTURA/GUIÁ DE DESPACHO"" DESPACHO: ANTES DE DESPACHAR COORDINAR CON BODEGA FARMACIA OBSERVACION: El despacho debe realizarse solo a través de Guía de Despacho. Una vez corroborada la Recepción conforme a través del Portal Mercado Público, proceder a la emisión de factura: FACTURA ELECTRÓNICA DEBE SER ENVIADA A: dipresrecepcion@custodium.com en formato XML.",AG,Adquisición igual o inferior a 30 UTM (Debe presentar 3 cotizaciones),Si,Si,13,AG,Compra Ágil,12,Recepcion Conforme,7,Recepcion Conforme,04-04-2024,15-04-2024,04-04-2024,04-04-2024,16-04-2024,,1,"46,58,82,35,29,41,177",17,"1854324,64",CLP,"1854324,64","296068,64",IVA,0,0,1558256,1604,61.606.602-1,Hospital Dr. Gustavo Fricke,6936,HOSPITAL DR GUSTAVO FRICKE DE VINA DEL MAR,Salud,,Viña del Mar,Región de Valparaíso,Extranjero,24160,83.002.400-k,NOVARTIS CHILE S A,24535,NOVARTIS CHILE S A,"FABRICACION DE PRODUCTOS FARMACEUTICOS, SUSTANCIAS QUIMICAS MEDICINALE",Las Condes,Región Metropolitana de Santiago,,,19,Extranjero,7,48,,,134603505,51111700,Medicamentos y productos farmacéuticos / Agentes antitumorales / Antibióticos antineoplásticos,51111713,Alemtuzumab,Medicamentos y productos farmacéuticos,Agentes antitumorales,Antibióticos antineoplásticos,9990153 FINGOLIMOD 0.5MG CM (COMPRA),"735932 GILENYA HGC 0.5MG (2X14) REG ISP F-18557/21, PRODUCTO REFERENTE, SE ADJUNTA CTIZACION. Condicion de pago 30 dias",112,Comprimido,CLP,13913,0,0,,1558256,
50180931,3178-1102-SE24,http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=3178-1102-SE24,ADQ. DESDE LICITACIÓN ID- 5839-15-LR21,"PRODUCTOS DEBEN VENIR CON: - MÍNIMO DE 18 MESES DE VENCIMIENTO. - FACTURA, FLETE PAGADO Y PUESTO EN BODEGA DEL HOSPITAL: INDICAR N° DE SERIE, LOTE , VENCIMIENTO Y MARCA COMERCIAL EN GLOSA. Y ADJUNTAR CARTA DE CANJE SI CORRESPONDE. I M P O R T A N T E: NO SE CURSARÁ EL PAGO DE LA PRESENTE ORCOM MIENTRAS ESTA NO HAYA SIDO ACEPTADA POR EL PROVEEDOR DENTRO DE 24 HRS. ENVIAR DIRECCIÓN DE SU BODEGA ADJUNTA EN FACTURA, PARA EFECTUAR DEVOLUCIÓN PRODUCTO EN CASO SEA REQUERIDO. PROTOCOLO DE TRAZABILIDAD FACTURA DEBE INCORPORAR OBLIGATORIAMENTE N° DE SERIE, N° DE LOTE, FECHA DE VENCIMIENTO Y MARCA COMERCIAL.",SE,Proveniente de licitación pública,No,No,8,SE,Sin emisión automática,12,Recepcion Conforme,7,Recepcion Conforme,04-04-2024,08-04-2024,08-04-2024,08-04-2024,08-04-2024,,1,0,0,2570400,CLP,2570400,410400,IVA,0,0,2160000,4099,61.102.025-2,HOSPITAL NAVAL ALMIRANTE ADRIAZOLA,111875,DIRECCION DE ABASTECIMIENTO DE LA ARMADA,FFAA,HOSPITALES Y CLINICAS,Talcahuano,Región del Biobío,CL,955313,76.572.453-8,Takeda Chile,1548098,TAKEDA CHILE SPA,IMPORTACION Y COMERCIALIZACION DE MEDICAMENTOS,Las Condes,Región Metropolitana de Santiago,Chile,2204004000,19,CL,7,48,5839-15-LR21,,134608546,73101700,Servicios de producción y fabricación industrial / Industrias de plásticos y productos químicos / Producción farmacéutica,73101701,Servicios de producción de medicamentos o medicina,Servicios de producción y fabricación industrial,Industrias de plásticos y productos químicos,Producción farmacéutica,FACTOR VIII 1000 VI AMPOLLA,FACTOR VIII 1000 VI AMPOLLA,16,Ampolla,CLP,135000,0,0,0,2160000,
50181524,2015-509-SE24,http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=2015-509-SE24,SERVICIO DE RECETARIO MAGISTRAL PARA EL HOSPITAL D,"DESDE 5184-175-LP21 RECETA N°449073 Sr. Proveedor: Se agradece ver documentos adjuntos para la buena emisión de sus DTE y NO FACTURAR antes de aceptar la Orden de Compra, ya que esta será rechazada por Sistema Acepta. Así como tampoco se deberá realizar aproximaciones en los valores facturados y se agradecería Facturar por lotes HORARIO BODEGA : LUNES A JUEVES (MAÑANA) DE 08:30 A 12:30 (TARDE) 14:00 A 16:30 VIERNES (MAÑANA) 08:30 A 12:30 (TARDE) 14:00 A 15:30 Encargada: Carmen Gloria Gajardo Quero Fono 732-566784 PRODUCTOS REFRIGERADOS SE RECEPCIONAN HASTA 12:00 HRS.",SE,Proveniente de licitación pública,No,No,8,SE,Sin emisión automática,12,Recepcion Conforme,7,Recepcion Conforme,04-04-2024,04-04-2024,04-04-2024,04-04-2024,08-04-2024,,1,"42,16,66,66,66,66,667",24,499800,CLP,499800,79800,IVA,0,0,420000,3010,61.606.917-9,CONTRATOS-SUMINISTRO,7258,SERVICIO DE SALUD DEL MAULE HOSPITAL DE LINARES,Salud,HOSPITALES Y CLINICAS,Linares,Región del Maule,CL,54079,77.768.990-8,INSUVAL S.A.,52777,FARMACEUTICA INSUVAL S.A.,VENTA AL POR MAYOR DE PRODUCTOS QUIMICOS| ALMACENE,Concepción,Región del Biobío,Chile,,19,CL,7,2,5184-175-LP21,,134610507,85121900,"Salud, servicios sanitarios y alimentación / Medicina y servicios de salud / Farmacéuticos",85121901,Recetarios magistrales,"Salud, servicios sanitarios y alimentación",Medicina y servicios de salud,Farmacéuticos,"Bevacizumab jeringa prellenada 1.25mg. en 0,05ml. RECETA Nº 449073","Bevacizumab jeringa prellenada 1.25mg. en 0,05ml. RECETA Nº 449073",15,Unidad,CLP,28000,0,0,0,420000,30 dias contra la recepcion conforme de la factura
50182987,1973-1207-SE24,http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=1973-1207-SE24,(RD) SERVICIO DERIVADO DESDE 1973-60-LR23,CONTINUIDAD DE TRATAMIENTO DE QUIMIOTERAPIA DESDE 1973-60-LR23 RESEX 05 . PERIODO 02 al 08 de Marzo 2024,SE,Proveniente de licitación pública,No,No,8,SE,Sin emisión automática,12,Recepcion Conforme,7,Recepcion Conforme,04-04-2024,05-04-2024,04-04-2024,04-04-2024,05-04-2024,,1,0,0,15043410,CLP,15043410,0,Exento,0,0,15043410,2968,61.953.200-7,CRS de Peñalolen Cordillera Oriente,7136,CENTRO DE REFERENCIA DE SALUD DE PENALOLEN CORDILLERA ORIENTE,Salud,,Peñalolén,Región Metropolitana de Santiago,CL,620036,99.598.070-3,Oncovida,1218312,SOCIEDAD ONCOVIDA S A,ESTABLECIMIENTOS MEDICOS DE ATENCION AMBULATORIA (,Providencia,Región Metropolitana de Santiago,Chile,,0,CL,12,2,1973-60-LR23,,134614763,85122200,"Salud, servicios sanitarios y alimentación / Medicina y servicios de salud / Evaluaciones de salud individuales",85122201,Exámenes médicos,"Salud, servicios sanitarios y alimentación",Medicina y servicios de salud,Evaluaciones de salud individuales,TRASTUZUMAB SC LRS,TRASTUZUMAB SC LRS,4,Unidad,CLP,125000,0,0,0,5.00E+05,30 dias contra la recepcion conforme de la factura
50182987,1973-1207-SE24,http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=1973-1207-SE24,(RD) SERVICIO DERIVADO DESDE 1973-60-LR23,CONTINUIDAD DE TRATAMIENTO DE QUIMIOTERAPIA DESDE 1973-60-LR23 RESEX 05 . PERIODO 02 al 08 de Marzo 2024,SE,Proveniente de licitación pública,No,No,8,SE,Sin emisión automática,12,Recepcion Conforme,7,Recepcion Conforme,04-04-2024,05-04-2024,04-04-2024,04-04-2024,05-04-2024,,1,0,0,15043410,CLP,15043410,0,Exento,0,0,15043410,2968,61.953.200-7,CRS de Peñalolen Cordillera Oriente,7136,CENTRO DE REFERENCIA DE SALUD DE PENALOLEN CORDILLERA ORIENTE,Salud,,Peñalolén,Región Metropolitana de Santiago,CL,620036,99.598.070-3,Oncovida,1218312,SOCIEDAD ONCOVIDA S A,ESTABLECIMIENTOS MEDICOS DE ATENCION AMBULATORIA (,Providencia,Región Metropolitana de Santiago,Chile,,0,CL,12,2,1973-60-LR23,,134614760,85122200,"Salud, servicios sanitarios y alimentación / Medicina y servicios de salud / Evaluaciones de salud individuales",85122201,Exámenes médicos,"Salud, servicios sanitarios y alimentación",Medicina y servicios de salud,Evaluaciones de salud individuales,PERTUZUMAB - TRASTUZUMAB,PERTUZUMAB - TRASTUZUMAB,2,Unidad,CLP,305000,0,0,0,610000,30 dias contra la recepcion conforme de la factura
50183264,1973-1209-SE24,http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=1973-1209-SE24,(RD) SERVICIO DERIVADO DESDE 1973-60-LR23,CONTINUIDAD DE TRATAMIENTO DE QUIMIOTERAPIA DESDE 1973-60-LR23 RESEX 05 . PERIODO 09 al 15 de Marzo 2024,SE,Proveniente de licitación pública,No,No,8,SE,Sin emisión automática,12,Recepcion Conforme,7,Recepcion Conforme,04-04-2024,05-04-2024,04-04-2024,04-04-2024,05-04-2024,,1,0,0,21926890,CLP,21926890,0,Exento,0,0,21926890,2968,61.953.200-7,CRS de Peñalolen Cordillera Oriente,7136,CENTRO DE REFERENCIA DE SALUD DE PENALOLEN CORDILLERA ORIENTE,Salud,,Peñalolén,Región Metropolitana de Santiago,CL,620036,99.598.070-3,Oncovida,1218312,SOCIEDAD ONCOVIDA S A,ESTABLECIMIENTOS MEDICOS DE ATENCION AMBULATORIA (,Providencia,Región Metropolitana de Santiago,Chile,,0,CL,12,2,1973-60-LR23,,134615579,85122200,"Salud, servicios sanitarios y alimentación / Medicina y servicios de salud / Evaluaciones de salud individuales",85122201,Exámenes médicos,"Salud, servicios sanitarios y alimentación",Medicina y servicios de salud,Evaluaciones de salud individuales,PERTUZUMAB - TRASTUZUMAB,PERTUZUMAB - TRASTUZUMAB,2,Unidad,CLP,305000,0,0,0,610000,30 dias contra la recepcion conforme de la factura
50183264,1973-1209-SE24,http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=1973-1209-SE24,(RD) SERVICIO DERIVADO DESDE 1973-60-LR23,CONTINUIDAD DE TRATAMIENTO DE QUIMIOTERAPIA DESDE 1973-60-LR23 RESEX 05 . PERIODO 09 al 15 de Marzo 2024,SE,Proveniente de licitación pública,No,No,8,SE,Sin emisión automática,12,Recepcion Conforme,7,Recepcion Conforme,04-04-2024,05-04-2024,04-04-2024,04-04-2024,05-04-2024,,1,0,0,21926890,CLP,21926890,0,Exento,0,0,21926890,2968,61.953.200-7,CRS de Peñalolen Cordillera Oriente,7136,CENTRO DE REFERENCIA DE SALUD DE PENALOLEN CORDILLERA ORIENTE,Salud,,Peñalolén,Región Metropolitana de Santiago,CL,620036,99.598.070-3,Oncovida,1218312,SOCIEDAD ONCOVIDA S A,ESTABLECIMIENTOS MEDICOS DE ATENCION AMBULATORIA (,Providencia,Región Metropolitana de Santiago,Chile,,0,CL,12,2,1973-60-LR23,,134615582,85122200,"Salud, servicios sanitarios y alimentación / Medicina y servicios de salud / Evaluaciones de salud individuales",85122201,Exámenes médicos,"Salud, servicios sanitarios y alimentación",Medicina y servicios de salud,Evaluaciones de salud individuales,TRASTUZUMAB SC LRS,TRASTUZUMAB SC LRS,3,Unidad,CLP,125000,0,0,0,375000,30 dias contra la recepcion conforme de la factura
50184089,1058036-276-SE24,http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=1058036-276-SE24,Bevacizumab,Convenio de Fármacos uso ocasional y oftalmológico DESDE 1058036-15-LE23. Se solicita revisar o actualizar sistema de facturación electrónica a fin de que su factura sea enviada al correo dipresrecepcion@custodium.com en formato XML para poder ser rescatados por nuestro sistema. Adicionalmente incorporar número de orden de compra en COD: 801 al momento de emitir factura. SE REQUIERE QUE LLEGUEN: 10 UD PARA EL MARTES 09-04-2024,SE,Proveniente de licitación pública,No,No,8,SE,Sin emisión automática,12,Recepcion Conforme,7,Recepcion Conforme,04-04-2024,05-04-2024,04-04-2024,04-04-2024,08-04-2024,,1,"42,16,66,66,66,66,667",24,333200,CLP,333200,53200,IVA,0,0,280000,1058036,61.602.203-2,Fármarcos,7481,SERVICIO NACIONAL DE SALUD HOSPITAL DE LOTA,Salud,Servicio Público,Lota,Región del Biobío,CL,54079,77.768.990-8,INSUVAL S.A.,52777,FARMACEUTICA INSUVAL S.A.,VENTA AL POR MAYOR DE PRODUCTOS QUIMICOS| ALMACENE,Concepción,Región del Biobío,Chile,2318,19,CL,7,2,1058036-15-LE23,,134618129,51111700,Medicamentos y productos farmacéuticos / Agentes antitumorales / Antibióticos antineoplásticos,51111716,Rituximab,Medicamentos y productos farmacéuticos,Agentes antitumorales,Antibióticos antineoplásticos,"BEVACIZUMAB 1.25MG/0.05ML JERINGA PRELLENADA CON AGUJA FINA, EQUIVALENTE A AVASTIN. 10-100-210-443-00","BEVACIZUMAB 1,25 MG 0,05 ML JERINGA PRELLENADA. PRODUCTO ESTERIL. ELABORACION EN AMBIENTE CONTROLADO RECETARIO MAGISTRAL INSUVAL S.A. VCTO 40 DIAS SEGUN DS 79. DESPACHO 24 HRS FLETE PAGADO.",10,Unidad,CLP,28000,0,0,0,280000,30 dias contra la recepcion conforme de la factura
50186295,1058141-568-SE24,http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=1058141-568-SE24,(RBB) PEDIDO EXTRA FARMACIA BEVACIZUMAB,"PEDIDO EXTRA FARMACIA DESPACHOS SE SOLICITA DESPACHOS POR CORREO Despachar con guía y enviar factura contra recepción conforme en portal mercado público. Horario de Entrega en Bodega Farmacia Lunes a jueves: 09:00 a 16:00 hrs.; viernes: 9:00 a 15:00hrs. Revisar condiciones de incumplimientos y multas. Envió de la factura, el proveedor deberá enviar el archivo en formato XML a la casilla: dipresrecepcion@custodium.com (Él no envió origina el rechazo automático a las 72 hrs). Pago de facturas www.hospitalcarlosvanburen.cl, link http://estadofacturas.hospitalcarlosvanburen.cl/",SE,"Emergencia, urgencia o imprevisto",Si,No,8,SE,Sin emisión automática,12,Recepcion Conforme,7,Recepcion Conforme,05-04-2024,05-04-2024,05-04-2024,05-04-2024,09-04-2024,,1,"42,16,66,66,66,66,667",24,5172930,CLP,5172930,825930,IVA,0,0,4347000,1058141,61.602.054-4,Fármarcos,1468521,SERVICIO NACIONAL DE SALUD HOSPITAL CARLOS VAN BUREN,Salud,Servicio Público,Valparaíso,Región de Valparaíso,CL,54079,77.768.990-8,INSUVAL S.A.,52777,FARMACEUTICA INSUVAL S.A.,VENTA AL POR MAYOR DE PRODUCTOS QUIMICOS| ALMACENE,Concepción,Región del Biobío,Chile,,19,CL,7,2,,,134622727,51111700,Medicamentos y productos farmacéuticos / Agentes antitumorales / Antibióticos antineoplásticos,51111713,Alemtuzumab,Medicamentos y productos farmacéuticos,Agentes antitumorales,Antibióticos antineoplásticos,"BEVACIZUMAB JERINGAS PRELLENADAS 2,5 MG./0,1ML [270G115]","Bevacizumab jeringas prellenadas 2,5 mg./0,1 ML (Vencimiento 40 días)",120,Unidad,CLP,36225,0,0,0,4347000,30 dias contra la recepcion conforme de la factura
50188306,1973-1217-SE24,http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=1973-1217-SE24,(RD) SERVICIO DERIVADO DESDE 1973-60-LR23,CONTINUIDAD DE TRATAMIENTO DE QUIMIOTERAPIA DESDE 1973-60-LR23 RESEX 05 . PERIODO 16 al 22 de Marzo 2024,SE,Proveniente de licitación pública,No,No,8,SE,Sin emisión automática,12,Recepcion Conforme,7,Recepcion Conforme,05-04-2024,08-04-2024,05-04-2024,05-04-2024,08-04-2024,,1,0,0,10561760,CLP,10561760,0,Exento,0,0,10561760,2968,61.953.200-7,CRS de Peñalolen Cordillera Oriente,7136,CENTRO DE REFERENCIA DE SALUD DE PENALOLEN CORDILLERA ORIENTE,Salud,,Peñalolén,Región Metropolitana de Santiago,CL,620036,99.598.070-3,Oncovida,1218312,SOCIEDAD ONCOVIDA S A,ESTABLECIMIENTOS MEDICOS DE ATENCION AMBULATORIA (,Providencia,Región Metropolitana de Santiago,Chile,,0,CL,12,2,1973-60-LR23,,134628287,85122200,"Salud, servicios sanitarios y alimentación / Medicina y servicios de salud / Evaluaciones de salud individuales",85122201,Exámenes médicos,"Salud, servicios sanitarios y alimentación",Medicina y servicios de salud,Evaluaciones de salud individuales,PERTUZUMAB - TRASTUZUMAB,PERTUZUMAB - TRASTUZUMAB,2,Unidad,CLP,305000,0,0,0,610000,30 dias contra la recepcion conforme de la factura
50188306,1973-1217-SE24,http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=1973-1217-SE24,(RD) SERVICIO DERIVADO DESDE 1973-60-LR23,CONTINUIDAD DE TRATAMIENTO DE QUIMIOTERAPIA DESDE 1973-60-LR23 RESEX 05 . PERIODO 16 al 22 de Marzo 2024,SE,Proveniente de licitación pública,No,No,8,SE,Sin emisión automática,12,Recepcion Conforme,7,Recepcion Conforme,05-04-2024,08-04-2024,05-04-2024,05-04-2024,08-04-2024,,1,0,0,10561760,CLP,10561760,0,Exento,0,0,10561760,2968,61.953.200-7,CRS de Peñalolen Cordillera Oriente,7136,CENTRO DE REFERENCIA DE SALUD DE PENALOLEN CORDILLERA ORIENTE,Salud,,Peñalolén,Región Metropolitana de Santiago,CL,620036,99.598.070-3,Oncovida,1218312,SOCIEDAD ONCOVIDA S A,ESTABLECIMIENTOS MEDICOS DE ATENCION AMBULATORIA (,Providencia,Región Metropolitana de Santiago,Chile,,0,CL,12,2,1973-60-LR23,,134628290,85122200,"Salud, servicios sanitarios y alimentación / Medicina y servicios de salud / Evaluaciones de salud individuales",85122201,Exámenes médicos,"Salud, servicios sanitarios y alimentación",Medicina y servicios de salud,Evaluaciones de salud individuales,TRASTUZUMAB SC LRS,TRASTUZUMAB SC LRS,4,Unidad,CLP,125000,0,0,0,5.00E+05,30 dias contra la recepcion conforme de la factura
